e1,c1,s1,e2,c2,s2,e10,c10,s10,e100,c100,s100,
1.10911,2.73948,4,0.531953,1.15506,4,0.967146,2.82358,3.9,1.00752,0.85594,3.21,
0.100894,0.0780895,4,0.734456,-13.366,5,0.83958,11.4454,3.5,0.992548,0.11176,3.21,
0.211169,-0.118618,6,0.6548,-0.50074,3.5,1.24027,0.151203,3.7,0.974606,0.876303,3.47,
0.403418,-0.25728,5,1.5107,0.332039,2.5,0.673113,0.26332,2.3,1.10459,-9.43664,3.38,
0.432097,-2.47446,3,1.72992,1.52405,3.5,1.17823,9.66445,4.8,1.01538,42.7211,3.4,
0.361829,-1.63534,4,0.481622,-0.443913,4,1.0961,0.42329,3.1,1.01104,0.101579,3.37,
0.0995331,-0.443997,4,1.42285,1.2727,1.5,1.06049,0.135774,3.2,0.852047,0.714093,3.51,
3.06845,0.191198,4,0.808522,0.608134,3.5,1.0829,-3.2792,3.1,0.88174,-1.38285,3.33,
0.617816,-15.2312,3,0.123457,-0.0789515,3,1.05713,-0.00121481,3.1,0.780258,0.289385,3.3,
0.952795,-0.237687,2,0.675352,-0.491632,2.5,1.60051,2.63895,3.9,1.01402,5.26171,3.12,
1.42434,-0.521176,1,0.640715,0.520481,6,1.42507,-0.293928,3.4,1.04188,-0.746837,3.72,
0.364248,1.82021,5,1.26466,-0.920211,3,1.30476,1.67803,3.1,0.946216,3.78804,3.61,
1.3109,-0.112733,3,0.312724,2.63388,2.5,0.952636,-0.970591,3.5,1.10841,-4.26768,3.81,
0.687142,-0.327602,2,0.466979,-3.929,2.5,0.979669,2.02241,3.4,0.780785,-26.6469,3.47,
0.239396,-1.69586,5,2.20735,0.0223888,3,0.540003,-2.96739,3.2,1.09223,0.00538889,3.75,
1.51362,-3.43083,1,0.355088,0.550096,2.5,0.55936,0.283576,3.7,0.945224,-1.49618,3.42,
0.225831,-0.101826,5,0.102169,-1.45291,4,0.615361,-0.0784525,1.8,0.931308,1.03472,3.56,
1.88192,-6.64981,1,1.17296,-3.49902,5.5,0.763751,-0.454343,3.5,1.13943,-0.239132,3.44,
0.083466,-2.42834,6,1.00314,-2.83143,3,0.586046,1.80176,3,1.1308,-1.75751,3.03,
1.88652,1.45325,1,0.74267,-0.627169,2.5,0.807705,-1.91138,4,1.17595,-0.736506,3.33,
0.818561,-0.220568,2,1.02483,0.116222,5,1.65784,-0.2426,4,1.19389,1.32586,3.4,
1.83671,0.382121,5,0.923641,7.56846,4,1.03757,0.168932,3,0.948997,-1.01973,3.7,
0.274955,0.085171,5,0.0399619,-0.338871,5,1.18053,1.21352,3,0.94605,5.68372,3.82,
1.07261,-1.00015,1,3.48462,8.94637,4.5,0.857061,-1.69144,3.3,0.896536,-3.01039,3.6,
0.759318,-0.555295,4,0.822006,0.446943,3.5,1.34484,-0.417177,3.7,0.964167,21.8023,3.21,
0.397277,-0.0968991,5,0.206617,1.52469,4,0.878532,1.00895,3.1,1.00483,-3.37146,3.83,
0.27287,-0.109942,1,0.71257,-0.544715,5,0.604919,0.23743,3.8,1.14791,0.43973,3.34,
0.796663,0.136847,4,0.796933,12.5648,6,1.50944,-0.687369,3.5,1.20129,-2.10646,3.51,
0.828353,-1.38721,1,1.11032,0.340593,3.5,0.941892,-1.11113,3.6,1.13634,0.140426,3.27,
0.333338,-0.0429099,6,2.20803,-0.0973315,5,2.03742,-0.741338,4.2,0.828986,-0.360395,3.21,
0.0210515,-1.96868,5,1.41919,-0.118844,4.5,1.25552,7.41203,3.7,0.86723,-1.65821,3.57,
3.37688,-1.90792,2,0.359478,1.01765,4.5,0.812332,0.330778,3.7,0.956708,-2.42512,3.5,
2.01653,0.215691,2,1.38015,0.324149,5,0.809685,0.21967,3.6,1.24723,-0.0243808,3.21,
0.441154,-0.0653487,5,1.4582,5.28926,3,0.968975,-0.346946,3.6,1.09733,14.0515,3.39,
0.4389,8.26712,4,0.207423,0.618333,3.5,0.878211,2.14473,3.9,1.02835,2.43587,3.23,
0.255739,-0.396964,5,1.23106,-3.31268,2.5,0.875979,1.13254,4,1.12842,0.534166,3.62,
0.0532435,2.98586,2,1.23862,12.0146,5,0.585807,2.98921,4.2,0.822335,-1.4809,3.55,
0.0635198,-0.165681,3,0.0972302,-7.78047,2.5,0.999919,1.03035,3.6,1.01744,2.06948,3.34,
0.087378,4.5579,3,1.36063,-0.434264,5,0.836582,-0.931969,4,0.71399,0.571735,3.4,
0.642638,-1.3518,5,2.88332,0.914911,4,1.27362,0.996622,4,0.991813,2.22036,3.43,
1.19538,3.144,2,0.32432,1.38015,2,0.805811,-2.18845,3.3,0.794495,-1.74169,3.46,
0.307562,0.067524,4,1.5848,0.146539,4,0.895705,1.25844,3.7,0.925588,-2.03557,3.63,
0.177221,1.03244,6,0.532771,2.09741,4.5,1.25642,0.24089,3.3,1.12652,0.711292,3.46,
0.329535,5.26163,5,2.01346,-1.11025,1.5,0.578471,-1.06412,3.1,1.19155,-1.56075,3.28,
1.64126,3.29101,3,0.523768,0.157856,6,1.18506,-0.0513703,3.2,0.91126,8.61783,3.23,
2.5762,-8.79901,1,1.81908,-1.21125,3,1.11367,-0.0500449,4.1,1.112,-0.542891,3.59,
0.821292,0.261967,1,1.77878,6.27286,5,0.831107,12.5352,3.9,0.891147,2.54183,3.54,
1.14972,0.190168,1,0.723616,-254.572,3.5,0.847315,1.09817,4.1,1.11185,-0.131469,3.73,
0.465673,2.75333,1,0.288504,0.754642,3.5,1.59135,0.968818,4.2,0.928032,0.61393,3.27,
0.204645,-1.35243,5,0.803434,1.50378,5,0.722642,-1.69714,3.1,0.958926,-1.67676,3.46,
0.385765,-0.351632,3,0.098837,-0.522189,3.5,1.10725,0.368325,3.7,1.07834,0.225735,3.32,
2.44971,-1.64821,1,1.53308,0.7274,3.5,0.849453,6.29589,3.6,0.948969,5.51817,3.35,
1.56509,2.2637,3,1.42068,-0.879141,5.5,0.735745,1.0277,4.1,1.13871,0.551555,3.42,
0.514015,-0.0546047,3,0.347703,0.660174,5.5,0.860818,0.340619,4.4,1.07813,1.01271,3.5,
0.739349,2.14486,4,1.42229,-0.349518,4,1.37312,-0.87765,2.5,1.11754,-0.35667,3.54,
2.35241,1.19058,3,0.562329,2.72784,5,0.758935,43.0373,2.8,1.05519,1.23712,3.38,
0.364812,-0.156128,5,0.882358,-0.573039,3.5,0.654532,0.255598,3.4,0.88836,0.540352,3.07,
0.0336106,-1.23699,2,0.969772,0.581907,3.5,0.968029,0.227289,3,1.03987,-1.07814,3.34,
0.200664,0.944972,1,0.891037,-79.0445,2.5,0.527372,-0.076185,3.5,1.17072,0.17292,3.45,
0.346186,0.0423772,4,2.16285,-0.272656,1,0.385098,7.74605,3.2,0.95812,1.03135,3.51,
1.77147,0.00164195,4,1.81964,0.701089,3,1.23387,0.110581,3.9,1.04734,-0.076515,3.59,
0.0756459,1.70352,1,0.518406,-0.071186,3.5,2.025,0.0176223,4.4,0.962153,1.51336,3.8,
0.132374,-12.5777,5,2.17383,0.288488,3,0.913192,0.982388,3.5,1.12089,-1.09272,3.64,
1.53505,-7.19907,6,1.56678,0.112362,3,0.764956,1.48535,3.5,1.0764,0.581777,3.34,
0.546742,-0.41328,1,0.169314,-0.42264,3.5,0.604776,-2.98481,2.7,1.12438,2.92859,3.41,
0.305924,0.0373526,5,3.04351,-0.990491,3.5,1.19813,0.543691,3.5,0.973637,-0.447688,3.59,
0.136255,6.44035,3,0.75217,0.738852,4,0.878018,1.13028,2.8,1.22566,-0.0120751,3.64,
0.248099,0.520028,2,0.404558,0.154487,3,1.22599,3.27796,3.4,0.94067,1.79553,3.69,
0.563969,-0.862472,6,0.49469,0.275915,4.5,0.757518,4.84161,2.8,1.07339,-0.372582,3.4,
0.127419,-0.195266,1,1.35637,0.944477,2,0.835906,-0.240623,2.8,0.867257,0.634321,3.53,
1.24959,-1.28252,6,1.77253,0.969732,2.5,0.92664,-0.872426,3.3,0.966696,18.3855,3.47,
0.956152,0.498292,1,0.909454,0.882426,2.5,0.893926,0.503611,3.9,1.19511,-2.24691,3.46,
0.407238,0.921571,5,1.38592,120.857,2.5,1.32291,-0.0878653,4.1,0.919639,0.196269,3.25,
0.348822,-0.643168,3,1.0545,-0.370461,5.5,1.35004,-67.2333,2.6,1.04902,413.964,3.48,
0.325477,-5.78849,5,0.452064,-0.571563,3,1.57249,-1.92439,2.5,0.969414,-1.21062,3.31,
0.205585,12.8831,5,0.940089,-14.5198,3,0.565154,-0.19089,3.1,1.04499,-10.1417,3.26,
1.53389,2.5978,6,0.583499,1.20376,1,0.816369,0.476237,3.5,1.06545,-2.56866,3.64,
0.319033,-1.6755,6,0.206872,1.10206,4,1.83479,-1.89378,4.2,0.957081,-0.30398,3.06,
0.2406,-4.45734,1,1.58469,-0.112214,2,0.745958,-0.0796584,4.2,0.92452,-0.182489,3.33,
0.467284,0.836431,4,0.958263,3.52193,4.5,0.927853,2.60485,3.2,0.953898,2.94601,3.52,
0.327504,2.21257,2,1.84843,-1.10286,2.5,1.37093,0.802291,3.8,0.956395,0.872009,3.58,
0.277915,-1.13842,3,0.736414,-5.22923,2.5,0.646824,-4.4075,3.4,0.800547,0.317627,3.71,
0.558718,1.68745,5,1.04938,11.0871,1.5,0.851659,2.82044,2.5,0.954693,0.220596,3.3,
0.0144407,0.165061,3,0.662522,-299.716,3.5,0.699912,1.54676,4.2,1.07613,-0.280194,3.59,
0.965553,-0.631027,2,0.0169253,0.369096,3.5,0.91147,-0.220153,3.4,0.842597,0.559943,3.73,
0.598864,1.95445,2,1.67302,-3.00888,3,0.978798,0.322958,3.1,0.884055,0.0388751,3.66,
0.642675,8.38399,5,1.4928,0.581028,3.5,0.903271,2.1976,3.3,0.974317,-1.31241,3.61,
2.56029,-3.06146,4,1.26969,-4.60469,4.5,1.53645,0.397902,2.6,0.922282,-0.881342,3.65,
0.0988964,-8.46628,6,1.54581,1.49141,5,0.720935,2.12189,3.9,0.997532,1.67883,3.32,
1.66372,9.89272,4,0.288774,-4.64187,2.5,1.3559,0.68445,3.7,0.806437,-0.0312215,3.75,
0.449167,-10.2786,3,1.28636,-0.150413,3,1.58761,1.50269,3,1.02728,2.5528,3.48,
0.763688,1.16702,1,1.19772,-0.805432,5,1.10613,-0.719337,3.8,0.984001,1.38252,3.77,
0.0802268,-3.75539,1,1.9979,0.18176,4,0.89215,-0.74043,3.3,1.21677,29.1077,3.66,
0.0659029,0.220496,1,0.510936,1.37383,1,1.17972,-0.278148,4.4,0.94895,0.053134,3.28,
0.0415435,-0.153962,2,1.6619,2.20565,2.5,0.637674,0.66992,3.4,0.972799,-0.280912,3.71,
0.374231,-1.56573,2,1.28418,1.01047,4,1.358,-0.70768,3.4,1.0614,-2.10029,3.59,
1.26428,0.225175,1,0.721005,1.07032,4.5,0.80695,-0.932696,3.8,0.875041,0.245022,3.52,
1.57963,0.535735,5,0.763925,1.9042,4.5,1.34035,0.642118,3.4,0.907947,1.74431,3.35,
0.440648,110.104,3,1.35399,-0.523921,6,1.07152,-0.546425,3.9,0.996221,0.577339,3.53,
2.29073,-1.42443,5,0.918566,7.12186,3.5,0.941333,-0.188621,3.9,0.954226,-1.5671,3.29,
0.0371378,1.24683,5,1.45378,-1.85323,5.5,0.841345,-3.40806,2.2,0.982393,-0.483756,3.59,
0.0749787,-0.333256,1,1.65776,-215.156,3,0.794623,-0.770994,3.5,0.956344,1.75868,3.46,
1.87361,1.00992,4,0.857383,0.133991,5,1.09663,-10.5561,4.2,0.93352,6.51716,3.62,
0.615291,-2.92536,4,0.499437,-0.489134,2.5,0.409378,2.54493,3.8,1.02356,-0.377612,3.4,
0.854325,-0.354253,4,0.897446,-0.553489,4,0.868764,0.423704,3.6,1.11213,0.551406,3.51,
1.37716,-0.0860493,6,1.13252,-0.20297,2.5,0.636747,-1.10842,3.2,0.955355,194.968,3.39,
1.01977,-69.777,3,1.40294,3.24258,1.5,1.49098,0.567495,3.1,1.0228,-1.12025,3.09,
0.337605,4.68094,2,1.76265,-0.967384,3.5,0.896512,-0.291486,4.3,0.915698,0.559353,3.31,
0.556276,-3.33234,2,0.391836,-2.93578,3,0.857284,1.36924,3.8,1.15338,2.02213,3.74,
0.496612,0.451853,4,0.584799,0.193101,3.5,0.790669,2.5233,3.6,0.992987,-0.382002,3.54,
1.1174,-4.89952,6,0.47359,0.569882,5.5,1.16879,-2.60975,3.9,0.941946,0.0061923,3.53,
2.06946,-0.959746,2,0.227049,1.65777,2,0.914896,-12.1957,4.2,1.22572,0.16588,3.43,
4.89878,0.192518,2,0.503349,0.655393,3.5,0.462448,23.9471,3.8,1.14723,-0.347139,3.49,
1.92828,-0.339913,2,1.27269,0.926959,3.5,0.905037,0.130779,3.7,1.00224,1.75047,3.27,
1.76053,0.0351384,1,0.476438,-0.0489092,5,1.23675,0.0146808,3.9,0.937413,1.09642,3.46,
1.44155,-2.40186,6,0.373495,-5.78047,3,0.874177,0.479704,3.1,0.821875,-0.074565,3.64,
3.57388,-0.118149,4,0.772135,-0.3009,2,0.815156,-0.40757,4.2,0.951727,0.0319555,3.47,
0.278107,-0.583715,6,1.93682,-0.425377,5.5,0.812178,1.4771,4.4,1.01584,0.806287,3.62,
2.49261,0.0601697,6,2.05453,-0.512197,6,1.18533,0.454061,4.4,1.02089,-1.53549,3.59,
0.393813,-3.0387,2,0.415787,-0.345581,1,1.45332,0.405522,3.3,1.0294,1.4965,3.55,
0.430034,-0.0061718,6,1.73629,0.754756,4.5,0.820904,40.9443,3.2,0.983659,-0.125463,3.32,
4.1135,-0.253017,4,0.584608,2.74468,4.5,1.32881,-0.803207,3.5,1.08254,0.0297545,3.59,
3.25732,0.589471,3,1.45028,1.27225,2,1.17112,-0.247943,3.8,0.979574,-9.96395,3.63,
0.0934623,-0.656144,6,0.393205,0.84577,4,0.521169,0.44889,3.4,0.890454,-1.38597,3.39,
0.754233,0.742394,1,1.41917,-1.38179,3.5,1.28004,-1.56398,3.6,0.916793,-0.686059,3.68,
0.585813,-4.55567,5,1.60314,-1.50377,5.5,1.25322,0.221041,3.4,1.00447,-0.486315,3.5,
0.200989,0.402379,4,1.7573,-0.408904,2.5,1.10156,9.77626,3.5,0.939029,4.06425,3.6,
0.888682,0.808346,1,0.249024,-4.22164,2.5,0.44636,0.49217,2.8,1.07412,-0.864853,3.65,
0.0295243,4.19766,1,0.537024,-0.0526066,2.5,0.956731,0.451447,3.6,1.14898,0.465495,3.45,
0.365843,-3.69294,6,0.833049,1.42368,2.5,1.09603,86.2269,3.8,0.862611,-1.94077,3.46,
0.987163,-2.04687,4,1.50998,1.71185,2,1.7171,-2.22198,3.7,1.03744,0.809728,3.47,
0.182246,-0.274911,1,1.71038,0.566786,3,0.687033,-0.985822,4.3,1.02192,-3.57363,3.65,
1.26855,1.80588,2,0.326064,0.128253,6,0.642299,-0.164293,2.6,1.11988,-0.166376,3.35,
0.658147,-2.23259,4,0.132887,19.9175,4.5,1.09334,-2.85875,3.2,0.950757,0.752655,3.53,
0.697611,0.90731,2,1.53039,-3.29385,2,1.52941,-1.49561,2.9,1.18825,0.490782,3.32,
0.739847,-28.3153,1,1.88795,0.818855,5.5,1.14548,-0.670251,4.3,1.02112,5.71147,3.58,
0.606267,0.705462,6,0.684879,-0.230212,2,1.40438,0.218067,3.1,1.0406,-0.427067,3.45,
1.07149,-0.25865,6,0.772135,-0.345404,5,1.02609,1.38155,4.2,0.934219,0.799308,3.77,
2.22747,-0.420264,4,0.622438,-0.418008,3.5,0.998937,-0.301532,3.7,0.934252,8.3345,3.49,
1.21802,4.4374,6,0.0768462,1.53068,4.5,1.22511,-0.804883,4.9,0.950763,0.242045,3.45,
2.13576,-2.14158,3,3.32222,-0.546078,4.5,1.21836,1.44042,3.2,0.892925,-8.62725,3.41,
0.731685,-1.71988,5,0.570259,-0.833633,2.5,0.852676,-0.940382,3.5,1.10363,0.911788,3.54,
1.0192,-1.40226,4,1.4476,0.840088,2.5,0.864857,-0.550285,3.8,1.03303,-1.02757,3.59,
1.87846,0.268388,5,0.823721,0.269887,1.5,0.700536,-1.3383,3.3,1.06948,0.347886,3.57,
0.633755,1.45246,5,0.172108,-0.0789501,4.5,1.77563,1.17371,3.8,1.16503,-0.144443,3.3,
0.0856904,0.250594,6,0.925877,-0.191579,6,0.73138,-5.86412,3.9,1.09312,-1.22784,3.25,
0.301409,5.17162,1,0.118633,-0.123311,3.5,0.580556,0.687527,4.6,1.05141,-0.604018,3.63,
0.623883,-0.052113,4,1.54328,2.27408,4.5,0.999173,-5.59048,4.4,0.869698,0.746995,3.17,
0.867147,0.0664883,6,0.317465,0.0731833,2.5,1.13569,0.0397107,3.9,0.977418,-0.485419,3.37,
0.178038,-3.09601,6,0.971127,-1.39257,2,1.08124,-59.1928,3.7,0.927424,-0.139984,3.69,
1.56726,-1.47172,4,0.403391,-0.0567393,1.5,0.656898,9.50174,3.8,1.14032,0.62201,3.38,
4.18156,-0.217479,4,0.789309,-0.461501,3,0.595958,-0.270113,2.9,0.988172,1.15882,3.42,
0.160665,8.21631,6,2.28775,0.420274,3,0.998433,18.5695,4.5,0.94546,-2.09506,3.46,
1.22229,-1.10774,3,0.520434,0.763159,4.5,0.336168,1.71585,3.2,0.884152,1.17455,3.64,
1.25888,0.780909,6,1.20625,-0.574836,3,0.906012,-1.51501,4,0.927621,-0.982225,3.46,
0.231157,-0.449501,4,0.373396,-0.431295,3.5,1.34502,-0.643925,3.1,1.02908,-0.129624,3.08,
1.56957,1.41396,6,0.353426,-0.0425531,1,0.721798,-0.345829,4.2,0.967914,0.5581,3.48,
0.0580853,1.12769,2,0.815633,0.200996,5,1.00147,1.36187,4.6,0.903409,-0.617288,3.26,
0.372393,-0.359019,5,0.693593,40.5867,4.5,0.898992,-2.08806,3,1.11191,-0.447481,3.37,
0.364471,-0.627231,5,1.19892,-7.84405,2,0.925574,-1.55163,2.4,0.947895,12.0934,3.32,
1.39619,13.1024,2,2.02175,-1.00997,3.5,0.897498,13.983,2.7,1.01846,-18.7278,3.37,
0.212303,0.418301,5,0.262594,0.673265,5.5,0.854435,0.181101,3.7,0.959519,-23.54,3.39,
0.0505711,1.43178,6,2.58964,-1.33971,2.5,1.60322,-1.10886,2.8,1.05485,-0.457963,3.74,
0.126459,1.40902,6,0.977155,1.03546,1.5,0.45055,-0.060316,3.2,1.10233,22.4557,3.67,
1.48617,-0.0177394,5,0.152359,-1.04172,5.5,1.25604,-3.08884,3.6,1.0961,0.0690927,3.48,
2.10628,50.5828,4,1.36852,-3.35767,3,0.432238,-17.0645,3.4,0.775468,56.834,3.37,
0.821947,2.01123,5,0.493261,-0.891976,2,0.933674,0.357561,2.4,1.03415,0.894157,3.55,
0.00133579,-0.0196711,3,1.26816,0.23788,5.5,0.931985,1.80639,4.5,1.00083,-2.84638,3.26,
3.70885,-0.490997,1,0.927667,-0.253556,3.5,0.713971,0.951778,4.1,0.91906,-2.70147,3.48,
0.979097,0.429303,3,0.768076,1.30622,2.5,1.04378,-0.290775,3.1,1.03363,-0.104457,3.77,
0.121989,-0.793767,3,2.01132,0.984284,2.5,2.02776,0.408281,3.8,1.19594,0.836298,3.56,
0.148678,9.82458,2,1.30579,-2.27867,4,0.984881,1.19819,3.6,1.02735,-0.75653,3.61,
0.134673,5.11584,2,1.81196,-1.31922,4,1.05799,0.178597,3.4,0.989912,-2.42891,3.36,
0.567697,-8.0874,2,0.264276,-0.500978,4.5,0.582114,-0.821623,3.8,0.961688,-0.350233,3.4,
2.41268,-0.453398,6,0.865892,-0.11143,2,0.501238,0.22509,3.5,0.861426,-70.7719,3.72,
1.06815,0.365876,6,1.71341,-3.41517,5,1.10709,-0.0257354,3.6,1.13107,0.862696,3.36,
2.18845,-2.58217,3,0.723612,-0.291956,3,1.12137,7.2667,2.5,0.956202,1.19492,3.58,
1.07048,0.225538,4,0.727231,0.0704126,1.5,0.899607,-7.85273,3.3,0.985026,3.81874,3.35,
0.594706,1.28404,1,0.979974,-0.0403279,4.5,0.995619,15.0487,4.4,0.861425,-0.291933,3.6,
0.127136,-0.635321,3,0.364902,-0.811191,1.5,1.38785,-0.943603,4.2,0.952159,-4.20328,3.32,
0.0292525,1.04261,5,0.63695,0.161288,3,0.519653,0.371676,2.9,1.03371,0.0217882,3.2,
3.04337,-0.152944,5,0.582022,0.925044,5,1.18998,0.443772,3.7,0.909502,-0.915219,3.48,
0.0485274,1.15187,6,1.06604,1.96753,2.5,0.590601,0.0502723,4.3,1.26222,1.64942,3.44,
0.425432,-0.466763,6,0.583636,-3.23419,4,1.15405,-5.29273,3.5,1.06664,-0.295532,3.64,
0.0436052,1.75368,4,0.526053,-0.709809,4,1.64804,-0.199138,4.9,0.926609,0.314644,3.6,
0.230051,0.697413,5,0.476778,1.74048,4,1.79458,-0.195963,3.1,0.992585,-1.34136,3.41,
1.34212,-39.1382,5,0.508376,1.08976,3.5,0.502843,-3.86354,4,1.0777,0.564801,3.51,
0.357518,1.90732,5,0.211019,-0.196638,3.5,1.02287,-847.537,3.7,1.09177,6.461,3.5,
1.73724,-0.0204372,6,1.21935,-7.77627,5,1.00238,0.648113,4.2,0.981665,-0.776307,3.44,
1.06453,-14.3321,4,0.534546,-0.327101,5.5,1.33631,-0.650531,3.7,0.958793,-0.260651,3.37,
0.288901,-0.0193016,6,0.338546,-1.71068,1.5,1.09699,-0.432594,4,0.890478,0.567912,3.59,
1.68588,5.51427,4,0.56392,0.842607,2.5,0.6008,1.01862,4.3,1.0449,3.84123,3.42,
0.0926427,0.135653,5,0.556873,-0.108575,1.5,1.10569,2.86916,4,1.05327,7.86643,3.66,
1.94973,-2.58018,1,1.0404,-1.4836,2.5,0.665736,-4.78856,3.3,0.960993,0.927113,3.74,
0.0526171,-2.72174,3,0.196401,2.88123,3.5,0.652733,-0.418905,3.1,0.983157,-1.09327,3.43,
2.80474,6.37368,3,1.05182,0.449835,3.5,1.14884,1.93068,3,0.878986,-0.58834,3.67,
0.168503,-0.38013,6,0.305128,0.462955,2.5,0.679841,-0.594088,3.9,0.852803,-0.0842743,3.8,
3.31936,-0.819535,1,1.28806,15.7928,2.5,0.7406,-3.10492,3.2,0.984155,0.562006,3.59,
0.102249,0.0833922,2,0.878952,0.0526947,3.5,0.625574,1.37347,2.5,0.924155,0.507294,3.71,
2.42126,1.92772,3,1.11767,-1.15541,1.5,1.50335,-0.942869,2.5,0.960261,-1.33913,3.85,
2.57044,2.68772,1,1.04138,-5.74265,3.5,1.35462,-1.84007,4.1,1.18768,0.629508,3.47,
0.655112,5.13938,4,1.62137,3.02551,2.5,1.2523,-4.71476,2.2,1.10499,-2.31399,3.57,
0.50778,1.26454,5,1.63386,-0.552564,4.5,1.66025,-34.0215,2.9,1.07556,-2.31853,3.5,
0.449073,-0.597341,1,0.996696,1.05065,4.5,1.48456,1.18453,3.2,1.29724,1.08167,3.26,
1.28885,-11.8744,3,0.670079,-0.699375,3.5,1.83888,-0.41569,4.2,1.05558,0.616698,3.66,
0.807556,-0.450913,4,0.325981,-0.217831,5,0.552482,1.33736,3.2,0.92221,17.9922,3.39,
0.169918,2.17561,1,1.19135,2.15303,2,0.850468,0.120116,3.9,1.03558,1.24495,3.71,
0.0770953,0.995395,4,0.915016,7.95116,5.5,1.2494,1.29066,3.6,0.918156,0.376907,3.49,
2.58991,-0.118314,5,2.00866,-0.048511,2.5,0.681184,1.83521,3.2,0.992757,0.0326601,3.34,
0.304042,0.789684,5,1.39733,-14.0326,3.5,0.999449,-0.59956,4,1.13552,0.478992,3.35,
0.320855,0.38502,5,0.335299,-1.9327,5,1.00046,-0.862603,4.3,1.17539,-0.544512,3.3,
3.35385,-22.1883,3,0.705584,-0.178922,5,1.45131,-0.636116,3.2,0.89895,-1.54604,3.67,
0.482595,0.273563,6,1.55502,2.60533,2.5,0.484518,2.23749,2.9,0.97891,1.23935,3.49,
1.04006,-0.558691,6,0.755793,-1.38979,4,1.36752,-2.25086,3.4,0.92914,0.217171,3.57,
1.12614,-1.28865,5,0.928736,1.10769,3.5,1.09585,-8.71205,3.6,0.876553,-0.50193,3.31,
0.159629,-2.3404,2,0.604273,0.568361,1.5,0.933988,-3.92481,4.4,0.8256,-1.36464,3.73,
0.110724,2.45446,3,2.28564,2.39218,4,0.965464,8.07313,2.7,1.01874,-17.6788,3.61,
0.973537,7.8688,1,1.52887,0.42637,3,1.64613,-0.0585757,3.8,0.994648,4.84858,3.53,
0.110102,-111.696,1,1.64236,0.546696,2.5,1.18562,0.172684,3.5,0.884133,1.80334,3.39,
3.25639,6.46375,1,0.526555,-0.889171,3.5,1.3305,2.82712,4.5,1.1342,5.891,3.23,
1.34228,4.21219,3,1.39235,4.32235,3,0.913316,-1.89438,3.2,1.03771,-0.801513,3.52,
0.939227,-2.28317,2,1.1041,0.451921,3.5,0.906775,1.54916,3.1,0.985942,-2.31378,3.29,
3.8542,-0.464535,6,2.13846,2.72491,1.5,0.856642,-1.28913,3.7,1.00391,4.38527,3.48,
0.342523,-0.661869,6,1.79339,0.844491,4,1.36224,-1.85394,2.4,0.90245,-0.414238,3.3,
0.1838,0.101507,3,0.949631,-8.35333,3,0.787297,19.506,2.8,1.06683,-0.312864,3.46,
0.0576512,0.197711,3,0.151878,-0.931613,5.5,0.68615,0.760441,4.7,0.93779,-1.04117,3.5,
0.206183,0.853847,1,0.692213,-8.1341,3,0.731627,-0.773446,3.6,0.954499,0.0290005,3.41,
1.72077,5.09084,2,1.41947,-0.366212,3.5,1.36816,0.0768266,4,1.42888,970.967,3.55,
1.41518,1.29816,6,0.986278,-2.32349,4.5,0.912886,-0.0773578,3.8,1.02845,0.498767,3.61,
0.0363917,-2.32534,6,1.33818,2.98155,4,1.04621,-0.879333,3.2,1.15208,0.587989,4.09,
0.437372,-0.162348,1,0.397091,38.2082,2.5,0.695062,-0.952403,3.5,0.879436,1.28114,3.53,
0.137838,-15.905,1,0.365819,-0.0183296,5.5,0.898337,2.30522,4.1,0.91501,-5.55677,3.73,
0.493405,0.254627,4,1.89421,-1.78475,1,0.907863,0.809314,3.8,0.935766,-0.649544,3.43,
0.0418622,6.66628,3,0.397339,2.75886,3,0.763382,-10.7054,3.1,1.13972,1.26771,3.11,
1.14837,0.349033,3,1.68486,0.00506824,3.5,1.24437,-5.02103,2.8,1.09748,0.460882,3.67,
0.677069,0.305578,1,0.400998,-0.347632,4,1.28288,-0.207412,3.2,0.976756,1.20779,3.4,
2.44634,1.07708,1,1.56344,0.728935,1.5,0.580626,5.18922,4.2,1.02637,1.94189,3.55,
0.00958,-2.59711,3,0.275266,18.2983,5.5,0.769464,-1.75342,4.9,0.994143,0.0196048,3.46,
0.858617,0.388507,5,0.495145,-0.886355,4.5,0.852614,-0.626097,3.4,0.849377,1.56599,3.51,
1.02738,-1.68556,3,2.4733,2.13628,1,1.11728,-3.42283,3,1.16473,-0.109951,3.75,
3.90315,1.791,3,0.31617,-0.222359,3.5,0.651418,-1.4449,2,0.924461,-1.76393,3.28,
1.0379,1.80882,2,0.422037,0.266992,3,1.27319,-1.06869,3.7,0.964837,1.34033,3.76,
0.62103,0.0766501,5,0.399842,-0.285727,3.5,1.70641,1.30106,3.1,0.956794,-0.377138,3.36,
0.747637,-3.25358,5,2.26806,-1.04198,3.5,1.52468,-0.242441,3.5,1.05584,1.49844,3.35,
0.473153,-0.508301,3,1.69217,-0.0988055,4.5,1.06081,0.270276,3,0.847401,1.15504,3.63,
0.257418,1.60545,4,0.560604,-3.19151,4.5,0.505699,0.745025,4,1.21416,0.242961,3.45,
2.01575,-0.20854,2,1.16167,2.4585,3.5,1.43932,1.22166,4.1,0.967399,-0.177495,3.54,
0.753198,1.45382,1,3.82978,-0.615894,5,0.928045,0.753205,4.7,0.991352,0.622925,3.54,
